"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","PoolArea","PoolQC","Fence","MoSold","YrSold","SaleType","SaleCondition","TotalSF","TotalBaths","HouseAge","RemodelAge","HasPool","HasGarage","HasFireplace","HasBasement","OverallQual_Squared","SalePrice"
20,"RL",63,13072,"Reg","Inside","SawyerW","RRAe","1Fam","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,"No","ALQ",941,217,1158,5,"Y","SBrkr",1158,0,1158,1,0,1,1,3,4,5,0,0,"Detchd",2006,"Unf",2,576,3,3,"Y",0,0,0,"None",5,2006,"New","Partial",2316,2.5,2,2,0,1,0,1,36,11.9703503120091
75,"RM",60,7200,"Reg","Inside","IDOTRR","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,2,"No","Unf",0,530,530,3,"N","SBrkr",581,530,1111,0,0,1,0,3,2,6,0,0,"Detchd",1935,"Unf",1,288,3,3,"N",0,0,0,"None",3,2007,"WD","Normal",1641,1,87,11,0,1,0,1,25,11.5228757958234
120,"RL",44,6442,"IR1","Inside","NridgHt","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",178,4,3,"PConc",4,4,"Mn","GLQ",24,1346,1370,5,"Y","SBrkr",1370,0,1370,0,0,2,0,2,4,6,1,4,"Attchd",2006,"RFn",2,484,3,3,"Y",120,0,0,"None",10,2007,"WD","Normal",2740,2,1,1,0,1,1,1,64,12.2184951655287
70,"RM",50,10300,"IR1","Inside","OldTown","RRAn","1Fam","2Story",7,6,1921,1950,"Gable","Stucco","Stucco","None",0,3,3,"BrkTil",3,3,"No","Unf",0,576,576,4,"Y","SBrkr",902,808,1710,0,0,2,0,3,3,9,0,0,"Detchd",1990,"Unf",2,480,3,3,"Y",12,0,0,"GdPrv",4,2010,"WD","Normal",2286,2,89,60,0,1,0,1,49,11.8493977015914
60,"RL",68,9375,"Reg","Inside","CollgCr","Norm","1Fam","2Story",7,5,1997,1998,"Gable","VinylSd","VinylSd","BrkFace",573,3,3,"PConc",4,3,"No","GLQ",739,318,1057,5,"Y","SBrkr",1057,977,2034,1,0,2,1,3,4,8,0,0,"Attchd",1998,"RFn",2,645,3,3,"Y",576,0,0,"GdPrv",2,2009,"WD","Normal",3091,3.5,12,11,0,1,0,1,49,12.2991075114974
60,"RL",76,9591,"Reg","Inside","NridgHt","Norm","1Fam","2Story",8,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",344,4,3,"PConc",5,3,"Av","Unf",0,1143,1143,5,"Y","SBrkr",1143,1330,2473,0,0,2,1,4,4,9,1,4,"BuiltIn",2004,"RFn",3,852,3,3,"Y",192,0,0,"None",10,2007,"WD","Normal",3616,2.5,3,2,0,1,1,1,64,12.6666570528594
20,"RL",68,19900,"Reg","Inside","NAmes","PosA","1Fam","1Story",7,5,1970,1989,"Gable","Plywood","Plywood","BrkFace",287,3,3,"CBlock",4,3,"Gd","GLQ",912,1035,1947,3,"Y","SBrkr",2207,0,2207,1,0,2,0,3,3,7,1,4,"Attchd",1970,"RFn",2,576,3,3,"Y",301,0,0,"None",7,2010,"WD","Normal",4154,3,40,21,0,1,1,1,49,12.1007121298723
20,"RL",72,10665,"IR1","Inside","CollgCr","Norm","1Fam","1Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",167,4,3,"PConc",4,3,"Av","GLQ",1013,440,1453,5,"Y","SBrkr",1479,0,1479,1,0,2,0,3,4,7,0,0,"Attchd",2003,"RFn",2,558,3,3,"Y",144,0,0,"None",6,2007,"WD","Normal",2932,3,4,4,0,1,0,1,49,12.3282902782544
30,"RM",47,4608,"Reg","Corner","OldTown","Artery","1Fam","1Story",4,6,1945,1950,"Gable","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,"No","Unf",0,747,747,3,"Y","SBrkr",747,0,747,0,0,1,0,2,3,4,0,0,"Attchd",1945,"Unf",1,220,3,3,"Y",0,0,0,"None",6,2010,"WD","Normal",1494,1,65,60,0,1,0,1,16,11.289781913656
50,"RL",81,15593,"Reg","Corner","ClearCr","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","BrkFace","AsbShng","None",0,4,3,"CBlock",3,3,"No","BLQ",603,701,1304,3,"Y","SBrkr",1304,983,2287,0,0,2,0,3,3,7,1,3,"Attchd",1953,"Fin",2,667,3,3,"Y",0,0,0,"None",7,2006,"WD","Normal",3591,2,53,53,0,1,1,1,49,12.3238556811866
20,"RL",95,13651,"IR1","Inside","NAmes","Norm","1Fam","1Story",7,6,1973,1973,"Gable","Plywood","Plywood","BrkFace",1115,3,4,"CBlock",4,3,"Gd","ALQ",1880,343,2223,5,"Y","SBrkr",2223,0,2223,1,0,2,0,3,3,8,2,4,"Attchd",1973,"Fin",2,516,3,3,"Y",300,0,0,"None",2,2007,"WD","Normal",4446,3,34,34,0,1,1,1,49,12.4049235042753
20,"RL",69,7599,"Reg","Corner","Mitchel","Norm","1Fam","1Story",4,6,1982,2006,"Gable","HdBoard","Plywood","None",0,3,3,"CBlock",3,3,"No","ALQ",565,280,845,3,"Y","SBrkr",845,0,845,1,0,1,0,2,3,4,0,0,"Detchd",1987,"Unf",2,360,3,3,"Y",0,0,0,"None",6,2007,"WD","Normal",1690,2,25,1,0,1,0,1,16,11.7714361601217
60,"RL",74,10141,"IR1","Corner","Gilbert","Norm","1Fam","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",40,3,3,"PConc",4,3,"No","Unf",0,832,832,4,"Y","SBrkr",885,833,1718,0,0,2,1,3,3,7,1,3,"Attchd",1998,"Fin",2,427,3,3,"Y",0,0,0,"None",12,2009,"WD","Normal",2550,2.5,11,11,0,1,1,1,49,12.1281111040605
20,"RL",85,10200,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1954,2003,"Gable","Wd Sdng","Wd Sdng","BrkFace",104,3,3,"CBlock",3,3,"No","ALQ",320,404,1086,4,"Y","SBrkr",1086,0,1086,1,0,1,0,3,3,6,0,0,"Attchd",1989,"Unf",2,490,3,3,"Y",0,0,0,"GdWo",5,2010,"WD","Normal",2172,2,56,7,0,1,0,1,25,11.8837991283088
50,"RM",60,5790,"Reg","Corner","OldTown","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","VinylSd","VinylSd","None",0,4,4,"CBlock",2,3,"No","Unf",0,840,840,4,"N","SBrkr",840,765,1605,0,0,2,0,3,3,8,0,0,"Detchd",1915,"Unf",1,379,3,3,"Y",0,0,0,"None",5,2010,"WD","Normal",2445,2,95,60,0,1,0,1,9,11.5843154610569
180,"RM",21,1596,"Reg","Inside","MeadowV","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CemntBd","CmentBd","None",0,3,3,"CBlock",4,3,"Gd","GLQ",462,0,462,3,"Y","SBrkr",526,462,988,1,0,1,0,2,3,5,0,0,"BuiltIn",1973,"Unf",1,297,3,3,"Y",120,0,0,"GdWo",11,2009,"WD","Normal",1450,2,36,36,0,1,0,1,16,11.418614785499
20,"RL",68,8475,"IR1","Inside","NAmes","Norm","1Fam","1Story",4,7,1956,1956,"Gable","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,"No","ALQ",228,724,952,5,"Y","FuseA",952,0,952,0,0,1,0,2,3,4,0,0,"Detchd",1956,"Unf",1,283,3,3,"Y",0,0,0,"None",4,2008,"WD","Normal",1904,1,52,52,0,1,0,1,16,11.8185702377962
50,"RM",50,8635,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,"No","BLQ",336,295,672,3,"Y","SBrkr",1072,213,1285,1,0,1,0,2,3,6,0,0,"Detchd",1948,"Unf",1,240,3,3,"Y",0,0,0,"MnPrv",1,2008,"WD","Normal",1957,2,60,7,0,1,0,1,25,11.7519423654407
90,"RL",72,10778,"Reg","Inside","Sawyer","Norm","Duplex","1Story",4,5,1968,1968,"Hip","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,"No","Unf",0,1768,1768,3,"N","SBrkr",1768,0,1768,0,0,2,0,4,3,8,0,0,"None",0,"None",0,0,0,0,"Y",0,0,0,"None",4,2010,"WD","Normal",3536,2,42,42,0,0,0,1,16,11.8240798936072
50,"RM",60,10440,"Reg","Corner","OldTown","Norm","1Fam","2Story",5,6,1910,1981,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",3,3,"No","Unf",0,440,440,4,"Y","SBrkr",682,548,1230,0,0,1,1,2,3,5,0,0,"Detchd",1966,"Unf",2,440,3,3,"Y",74,0,0,"MnPrv",5,2009,"WD","Normal",1670,1.5,99,28,0,1,0,1,25,11.6082356447746
60,"RL",100,13000,"Reg","Corner","NAmes","Norm","1Fam","2Story",6,6,1968,1968,"Gable","VinylSd","VinylSd","BrkFace",576,3,4,"CBlock",4,3,"No","Rec",448,448,896,3,"Y","SBrkr",1182,960,2142,0,0,2,1,4,4,8,1,4,"Attchd",1968,"Fin",1,509,3,3,"Y",0,0,0,"None",6,2009,"WD","Normal",3038,2.5,41,41,0,1,1,1,36,12.173032791452
120,"RM",32,4500,"Reg","FR2","Mitchel","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","VinylSd","VinylSd","BrkFace",443,3,4,"PConc",5,4,"No","GLQ",1201,36,1237,5,"Y","SBrkr",1337,0,1337,1,0,2,0,2,3,5,0,0,"Attchd",1998,"Fin",2,405,3,3,"Y",0,0,0,"None",3,2006,"WD","Normal",2574,3,8,8,0,1,0,1,36,11.9414558460094
20,"RL",78,10206,"Reg","Inside","Somerst","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",468,3,3,"PConc",4,3,"No","GLQ",33,1530,1563,5,"Y","SBrkr",1563,0,1563,0,0,2,0,3,4,6,1,4,"Attchd",2007,"RFn",3,758,3,3,"Y",144,0,0,"None",10,2008,"WD","Normal",3126,2,1,1,0,1,1,1,64,12.4090134895269
20,"RL",80,8892,"IR1","Inside","NAmes","Norm","1Fam","1Story",5,5,1960,1960,"Gable","MetalSd","MetalSd","BrkCmn",66,3,3,"CBlock",3,3,"No","Unf",0,1065,1065,4,"Y","SBrkr",1065,0,1065,0,0,1,1,3,3,6,0,0,"Detchd",1974,"Unf",2,461,3,3,"Y",74,0,0,"None",7,2007,"COD","Normal",2130,1.5,47,47,0,1,0,1,25,11.7479975871497
80,"RL",68,8530,"IR1","Inside","Gilbert","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","HdBoard","HdBoard","BrkFace",22,3,3,"PConc",4,3,"No","Unf",0,384,384,4,"Y","SBrkr",804,670,1474,0,0,2,1,3,3,7,1,3,"BuiltIn",1995,"Fin",2,400,3,3,"Y",120,0,0,"None",5,2009,"WD","Normal",1858,2.5,14,13,0,1,1,1,49,12.0346910287746
60,"RL",121,16059,"Reg","Corner","NoRidge","Norm","1Fam","2Story",8,5,1991,1992,"Hip","HdBoard","HdBoard","BrkFace",284,4,3,"CBlock",4,3,"No","Unf",0,1288,1288,5,"Y","SBrkr",1301,1116,2417,0,0,2,1,4,4,9,1,3,"Attchd",1991,"Unf",2,462,3,3,"Y",127,0,0,"None",4,2006,"WD","Normal",3705,2.5,15,14,0,1,1,1,64,12.4684369099977
60,"RL",122,11911,"IR2","Inside","Gilbert","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"Av","Unf",0,684,684,5,"Y","SBrkr",684,876,1560,0,0,2,1,3,4,6,1,4,"BuiltIn",2005,"Fin",2,400,3,3,"Y",100,0,0,"None",3,2009,"WD","Normal",2244,2.5,4,4,0,1,1,1,36,12.0668105781967
160,"FV",40,3951,"Reg","Corner","Somerst","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","VinylSd","VinylSd","Stone",76,4,3,"PConc",4,3,"Av","Unf",0,612,612,5,"Y","SBrkr",612,612,1224,0,0,2,1,2,4,4,0,0,"Detchd",2009,"RFn",2,528,3,3,"Y",0,0,0,"None",6,2009,"New","Partial",1836,2.5,0,0,0,1,0,1,36,12.0106658491876
50,"C (all)",105,8470,"IR1","Corner","IDOTRR","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","Plywood","Plywood","None",0,2,2,"CBlock",3,2,"No","Unf",0,1013,1013,3,"N","SBrkr",1013,0,1526,0,0,1,0,2,2,6,0,0,"None",0,"None",0,0,0,0,"N",0,0,0,"MnPrv",10,2009,"ConLD","Abnorml",2026,1,94,27,0,0,0,1,9,11.3504065354725
20,"RL",60,8070,"Reg","Inside","CollgCr","Norm","1Fam","1Story",4,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,"No","GLQ",588,402,990,5,"Y","SBrkr",990,0,990,1,0,1,0,3,3,5,0,0,"None",0,"None",0,0,0,0,"Y",0,0,0,"None",8,2007,"WD","Normal",1980,2,13,12,0,0,0,1,16,11.7248058240057
20,"RL",60,7200,"Reg","Inside","NAmes","Norm","1Fam","1Story",4,5,1950,1950,"Gable","BrkFace","Wd Sdng","None",0,3,3,"Slab",0,0,"None","None",0,0,0,3,"Y","FuseA",1040,0,1040,0,0,1,0,2,3,4,0,0,"Detchd",1950,"Unf",2,420,3,3,"Y",0,0,0,"None",7,2006,"WD","Normal",1040,1,56,56,0,1,0,0,16,11.6073261403917
20,"RL",85,8500,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,3,1961,1961,"Hip","HdBoard","HdBoard","BrkCmn",203,3,3,"CBlock",3,3,"No","Rec",600,635,1235,3,"Y","SBrkr",1235,0,1235,0,0,1,0,2,3,6,0,0,"Attchd",1961,"Unf",2,480,3,3,"Y",0,0,0,"GdWo",12,2006,"WD","Abnorml",2470,1,45,45,0,1,0,1,25,11.4988265405907
30,"RL",80,13360,"IR1","Inside","Crawfor","Norm","1Fam","1Story",5,7,1921,2006,"Gable","Wd Sdng","Wd Sdng","None",0,3,4,"BrkTil",4,3,"No","ALQ",713,163,876,5,"Y","SBrkr",964,0,964,1,0,1,0,2,3,5,0,0,"Detchd",1921,"Unf",2,432,3,3,"Y",0,0,0,"None",8,2009,"WD","Normal",1840,2,88,3,0,1,0,1,25,12.0045682693194
190,"C (all)",60,7200,"Reg","Corner","OldTown","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,2,"Mn","Rec",1046,168,1214,5,"N","SBrkr",1260,1031,2291,0,1,2,0,4,3,9,1,4,"Detchd",1900,"Unf",2,506,3,3,"Y",0,0,0,"None",11,2007,"WD","Normal",3505,2.5,97,9,0,1,1,1,36,11.8048485316793
60,"RL",69,9337,"IR1","Inside","CollgCr","Norm","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,3,4,"PConc",4,3,"No","GLQ",648,176,824,5,"Y","SBrkr",905,881,1786,1,0,2,1,3,4,7,0,0,"Attchd",1997,"RFn",2,684,3,3,"Y",0,0,0,"None",5,2007,"WD","Normal",2610,3.5,10,10,0,1,0,1,36,12.2295450017153
60,"RL",68,9765,"IR2","Corner","Gilbert","Norm","1Fam","2Story",6,8,1993,1993,"Gable","VinylSd","VinylSd","BrkFace",68,5,4,"PConc",4,4,"No","ALQ",310,370,680,4,"Y","SBrkr",680,790,1470,0,0,2,1,3,3,6,1,3,"BuiltIn",1993,"Fin",2,420,3,3,"Y",232,0,0,"None",4,2009,"WD","Normal",2150,2.5,16,16,0,1,1,1,36,12.1281111040605
20,"RL",78,10264,"IR1","Inside","CollgCr","Norm","1Fam","1Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",183,4,3,"PConc",4,3,"Av","ALQ",1162,426,1588,5,"Y","SBrkr",1588,0,1588,0,0,2,0,3,4,6,0,0,"Attchd",1999,"RFn",2,472,3,3,"Y",158,0,0,"None",8,2006,"WD","Normal",3176,2,7,7,0,1,0,1,49,12.273731294004
20,"RL",73,10921,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,5,1965,1965,"Hip","HdBoard","HdBoard","BrkFace",48,3,3,"CBlock",3,3,"No","Rec",520,440,960,3,"Y","FuseF",960,0,960,1,0,1,0,3,3,6,0,0,"Attchd",1965,"Fin",1,432,3,3,"P",120,0,0,"None",5,2007,"WD","Normal",1920,2,42,42,0,1,0,1,16,11.4589971229447
30,"RL",85,10625,"Reg","Corner","Edwards","Norm","1Fam","1Story",5,5,1920,1950,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,"No","ALQ",108,350,458,2,"N","SBrkr",835,0,835,0,0,1,0,2,3,5,0,0,"Basment",1920,"Unf",1,366,2,3,"Y",0,0,0,"None",5,2010,"COD","Abnorml",1293,1,90,60,0,1,0,1,25,11.3265958867787
20,"RL",77,9320,"IR1","Inside","NAmes","Norm","1Fam","1Story",4,5,1959,1959,"Gable","Plywood","Plywood","None",0,3,3,"CBlock",3,3,"No","ALQ",569,381,950,2,"Y","SBrkr",1225,0,1225,1,0,1,1,3,3,6,0,0,"None",0,"None",0,0,0,0,"Y",352,0,0,"None",1,2010,"WD","Normal",2175,2.5,51,51,0,0,0,1,16,11.7671800113095
20,"RL",68,10603,"IR1","Inside","NWAmes","Norm","1Fam","1Story",6,7,1977,2001,"Gable","Plywood","Plywood","BrkFace",28,3,3,"PConc",3,3,"Mn","ALQ",1200,410,1610,4,"Y","SBrkr",1610,0,1610,1,0,2,0,3,4,6,2,3,"Attchd",1977,"RFn",2,480,3,3,"Y",168,0,0,"None",2,2010,"WD","Normal",3220,3,33,9,0,1,1,1,36,12.2307652581205
60,"RL",77,9206,"Reg","Inside","SawyerW","Norm","1Fam","2Story",6,5,1985,1985,"Gable","HdBoard","HdBoard","BrkFace",336,4,3,"CBlock",4,3,"No","Unf",0,741,741,3,"Y","SBrkr",977,755,1732,0,0,2,1,3,4,7,1,3,"Attchd",1985,"Fin",2,476,3,3,"Y",192,0,0,"None",6,2010,"WD","Normal",2473,2.5,25,25,0,1,1,1,36,12.0895388292742
90,"RL",64,7018,"Reg","Inside","SawyerW","Norm","Duplex","1Story",5,5,1979,1979,"Gable","HdBoard","HdBoard","None",0,3,2,"Slab",0,0,"None","None",0,0,0,3,"Y","SBrkr",1535,0,1535,0,0,2,0,4,3,8,0,0,"Attchd",1979,"Unf",2,410,3,3,"Y",0,0,0,"None",6,2009,"WD","Alloca",1535,2,30,30,0,1,0,0,25,11.6865762053166
20,"RL",94,10402,"IR1","Corner","CollgCr","Norm","1Fam","1Story",7,5,2009,2009,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,"No","Unf",0,1226,1226,5,"Y","SBrkr",1226,0,1226,0,0,2,0,3,4,6,0,0,"Attchd",2009,"RFn",3,740,3,3,"Y",0,0,0,"None",5,2010,"WD","Normal",2452,2,1,1,0,1,0,1,49,12.2005574648421
50,"RM",68,7758,"Reg","Corner","IDOTRR","Norm","1Fam","1.5Fin",7,4,1931,1950,"Gable","Stucco","Stucco","BrkFace",600,3,2,"PConc",3,3,"No","LwQ",224,816,1040,5,"Y","FuseF",1226,592,1818,0,0,1,1,4,3,7,2,3,"Detchd",1951,"Unf",1,240,3,3,"Y",0,0,0,"None",6,2007,"WD","Normal",2858,1.5,76,57,0,1,1,1,49,12.0406082058026
60,"FV",75,9375,"Reg","Inside","Somerst","Norm","1Fam","2Story",8,5,2003,2004,"Hip","VinylSd","VinylSd","BrkFace",768,4,3,"PConc",5,3,"No","Unf",0,1053,1053,5,"Y","SBrkr",1053,939,1992,0,0,2,1,3,4,9,1,4,"Attchd",2003,"RFn",2,648,3,3,"Y",140,0,0,"None",8,2008,"WD","Normal",3045,2.5,5,4,0,1,1,1,64,12.4292161968444
30,"RM",60,10800,"Reg","Inside","OldTown","Norm","1Fam","1Story",4,7,1885,1995,"Mansard","VinylSd","VinylSd","None",0,3,3,"BrkTil",2,3,"No","Unf",0,641,641,4,"Y","SBrkr",1047,0,1047,0,0,1,0,2,3,6,0,0,"Detchd",1954,"Unf",1,273,2,2,"N",0,0,0,"None",8,2007,"WD","Normal",1688,1,122,12,0,1,0,1,16,11.5129254649702
20,"RM",50,6000,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,5,1948,1950,"Gable","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,"No","ALQ",104,516,789,5,"Y","SBrkr",789,0,789,0,0,1,0,2,3,5,0,0,"Detchd",1948,"Unf",1,250,3,3,"Y",0,0,0,"None",4,2008,"WD","Partial",1578,1,60,58,0,1,0,1,25,11.6526874073454
50,"RM",85,8500,"Reg","Corner","IDOTRR","Artery","1Fam","1.5Fin",5,7,1919,2005,"Gable","CemntBd","CmentBd","None",0,3,3,"CBlock",3,3,"No","Unf",0,793,793,3,"N","FuseF",997,520,1517,0,0,2,0,3,2,7,0,0,"None",0,"None",0,0,0,0,"N",0,0,0,"None",8,2007,"WD","Normal",2310,2,88,2,0,0,0,1,25,11.6526874073454
20,"RL",105,11751,"IR1","Inside","NWAmes","Norm","1Fam","1Story",6,6,1977,1977,"Hip","Plywood","Plywood","BrkFace",480,3,3,"CBlock",4,3,"No","BLQ",705,1139,1844,5,"Y","SBrkr",1844,0,1844,0,0,2,0,3,3,7,1,3,"Attchd",1977,"RFn",2,546,3,3,"Y",0,0,0,"MnPrv",1,2010,"COD","Normal",3688,2,33,33,0,1,1,1,36,12.1547793511426
50,"RL",75,9525,"Reg","Inside","Edwards","Norm","1Fam","1.5Fin",6,4,1954,1972,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,2,"No","Rec",444,550,994,4,"Y","SBrkr",1216,639,1855,0,0,2,0,4,3,7,0,0,"Attchd",1954,"Unf",1,325,3,3,"Y",182,0,0,"None",10,2006,"WD","Normal",2849,2,52,34,0,1,0,1,36,11.8270060112765
80,"RL",68,7750,"IR1","Inside","Gilbert","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,"No","GLQ",250,134,384,5,"Y","SBrkr",774,656,1430,0,0,2,1,3,3,7,1,3,"BuiltIn",2000,"Fin",2,400,3,3,"Y",180,0,0,"None",4,2010,"WD","Normal",1814,2.5,10,10,0,1,1,1,49,12.1007121298723
60,"RL",77,9965,"Reg","Inside","CollgCr","Norm","1Fam","2Story",7,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",220,4,3,"PConc",5,3,"Av","GLQ",984,280,1264,5,"Y","SBrkr",1282,1414,2696,1,0,2,1,4,5,10,1,4,"BuiltIn",2007,"Fin",3,792,3,3,"Y",120,0,0,"None",10,2007,"New","Partial",3960,3.5,0,0,0,1,1,1,49,12.8583197035179
20,"RL",68,21000,"Reg","Corner","Crawfor","Norm","1Fam","1Story",6,5,1953,1953,"Hip","Wd Sdng","Wd Sdng","BrkFace",184,3,4,"CBlock",4,3,"Mn","ALQ",35,905,1809,3,"Y","SBrkr",2259,0,2259,1,0,2,0,3,4,7,2,4,"Basment",1953,"Unf",2,450,3,3,"Y",166,0,0,"MnPrv",10,2007,"COD","Abnorml",4068,3,54,54,0,1,1,1,36,12.2876526325226
70,"RL",61,7259,"IR1","Inside","Crawfor","Norm","1Fam","2Story",6,8,1945,2002,"Gambrel","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,"No","ALQ",774,104,1028,5,"Y","SBrkr",1436,884,2320,1,0,2,1,3,4,9,1,3,"Detchd",1945,"Unf",1,180,3,3,"Y",224,0,0,"MnPrv",7,2007,"WD","Normal",3348,3.5,62,5,0,1,1,1,36,12.4665119815881
160,"FV",34,3230,"Reg","Corner","Somerst","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","MetalSd","MetalSd","BrkFace",1129,3,3,"PConc",4,3,"No","GLQ",419,310,729,4,"Y","SBrkr",729,729,1458,0,0,2,1,2,3,5,1,2,"Detchd",1999,"Unf",2,440,3,3,"Y",0,0,0,"None",6,2007,"WD","Normal",2187,2.5,8,8,0,1,1,1,36,12.0782392740203
20,"RL",68,11616,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,5,1962,1962,"Gable","Wd Sdng","Wd Sdng","BrkFace",116,3,3,"CBlock",3,3,"No","LwQ",170,252,1092,3,"Y","SBrkr",1092,0,1092,0,1,1,0,3,3,6,1,1,"Attchd",1962,"Unf",1,288,3,3,"Y",0,0,0,"None",9,2009,"WD","Normal",2184,1.5,47,47,0,1,1,1,25,11.8422292121128
20,"RL",74,8536,"Reg","Corner","Edwards","Norm","1Fam","1Story",5,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,"No","Unf",0,1125,1125,4,"Y","SBrkr",1125,0,1125,0,0,1,1,2,3,5,0,0,"Attchd",2007,"Unf",2,430,3,3,"Y",80,0,0,"None",4,2007,"New","Partial",2250,1.5,1,0,0,1,0,1,25,11.9511803959014
60,"RL",90,12376,"Reg","Corner","SawyerW","Norm","1Fam","2Story",7,5,1990,1990,"Hip","Plywood","Plywood","None",0,3,3,"PConc",4,3,"Mn","GLQ",1470,203,1673,4,"Y","SBrkr",1699,1523,3222,1,0,3,0,5,4,11,2,3,"Attchd",1990,"Unf",3,594,3,3,"Y",367,0,0,"None",5,2010,"WD","Normal",4895,4,20,20,0,1,1,1,49,12.6760762747759
60,"RL",65,8461,"Reg","Inside","CollgCr","Norm","1Fam","2Story",6,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"No","Unf",0,728,728,5,"Y","SBrkr",728,728,1456,0,0,2,1,3,4,8,1,4,"Attchd",2005,"Fin",2,390,3,3,"Y",0,0,0,"None",7,2006,"New","Partial",2184,2.5,1,0,0,1,1,1,36,12.0075607293375
80,"RL",68,21453,"IR1","CulDSac","ClearCr","Norm","1Fam","SLvl",6,5,1969,1969,"Flat","Plywood","Plywood","None",0,3,3,"CBlock",3,3,"Gd","ALQ",938,0,938,5,"Y","SBrkr",988,0,988,1,0,1,0,1,3,4,2,3,"Attchd",1969,"Unf",2,540,3,3,"Y",0,0,0,"None",10,2006,"WD","Normal",1926,2,37,37,0,1,1,1,36,12.1007121298723
50,"RM",50,6060,"Reg","Inside","IDOTRR","Norm","1Fam","1.5Fin",4,5,1939,1950,"Gable","AsbShng","AsbShng","None",0,3,3,"PConc",3,3,"No","Unf",0,732,732,4,"Y","SBrkr",772,351,1123,0,0,1,0,3,3,4,0,0,"Detchd",1979,"Unf",1,264,3,3,"P",0,0,0,"MnPrv",6,2007,"WD","Normal",1855,1,68,57,0,1,0,1,16,11.5129254649702
20,"RL",75,9464,"Reg","Corner","NAmes","Norm","1Fam","1Story",6,7,1958,1958,"Hip","MetalSd","MetalSd","BrkFace",135,3,4,"CBlock",3,3,"No","BLQ",570,510,1080,4,"Y","SBrkr",1080,0,1080,0,0,1,0,3,3,5,0,0,"Attchd",1958,"Unf",1,288,3,3,"Y",0,0,0,"None",6,2008,"WD","Normal",2160,1,50,50,0,1,0,1,36,11.8204101647182
